,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H07,H09,H11,H12
222,2,2,2,2,2,1,2,1,2,1,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
223,2,2,2,2,2,1,2,1,2,1,2,1,2,2,6,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
224,2,2,2,2,2,1,2,1,2,1,2,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
225,2,2,2,2,2,1,2,1,2,1,2,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
226,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
227,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
228,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
229,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
230,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,1,,1,1,1
231,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,,2,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
232,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,,2,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
233,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
234,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
235,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
236,2,2,2,2,2,1,2,1,2,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
237,2,2,2,2,2,1,2,1,1,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
238,2,2,2,2,2,1,2,1,1,1,1,1,2,2,5,3,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
239,2,2,2,2,2,1,2,1,1,1,1,1,2,2,5,2,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
240,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,2,3,2,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
241,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,2,3,1,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,2,2,1,1,1,,1,1,1
242,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,2,3,1,2,2,1,1,2,,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,,1,2,1,4,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
243,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,2,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
244,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
245,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
246,2,2,2,2,1,1,2,1,1,1,1,1,2,2,5,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
247,2,2,2,2,1,1,2,1,1,1,1,1,2,1,5,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,2,1,2,1,1,1,,1,1,1
248,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,1,1,2,1,1,1,,1,1,1
249,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,3,1,1,1,1,2,1,1,1,,1,1,1
250,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
251,2,2,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
252,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
253,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
254,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
255,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
256,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
257,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
258,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
259,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
260,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
261,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
262,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
263,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
264,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
265,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
266,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
267,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
268,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
269,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,0,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
270,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
271,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,3,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,3,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
272,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,2,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
273,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,2,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
274,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,2,1,2,2,1,1,2,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
275,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,2,2,1,1,1,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
276,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,2,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
277,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
278,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
279,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
280,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
281,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
282,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
283,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
284,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
285,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
286,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
287,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
288,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,2,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
289,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
290,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,3,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
291,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
292,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
293,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
294,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,,1,1,1
295,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
296,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,0,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,,1,1,1
